pops_id,borough,address_normalized,building_name,bbl,bin,latitude,longitude,pops_type,year_established,required_hours,required_size,required_amenities,other_requirements,confirmed_pops_violation_count,post_2017_dob_enforcement_count,property_only_action_count,needs_review_count,any_linked_bulletin_action_count,confirmed_penalties_total,latest_enforcement_date,latest_enforcement_date_precision,enforcement_ids_confirmed,comptroller_2017_inspected,comptroller_2017_compliant,comptroller_2017_findings,comptroller_2017_audit_row,comptroller_2017_match_confidence,evidence_note
K010001,Brooklyn,334 WALLABOUT STREET,Pfizer Sites Development,3022657501,3000000,40.70116,-73.948665,Public Access Area,,,,,,0,0,0,0,0,0,,,,False,,,,,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
K010002,Brooklyn,25 KENT AVENUE,,3022820001,3425961,40.722954,-73.957804,Publicly Accessible Open Space,,,,,,0,0,0,0,0,0,,,,False,,,,,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
K010003,Brooklyn,316 KENT AVENUE,Domino Sugar Factory,3024147503,3335796,40.714449,-73.96743,Public Access Area,,,,,,0,0,2,2,2,0,,,,False,,,,,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
K020001,Brooklyn,130 LIVINGSTON STREET,Livingston Plaza,3001630001,3319419,40.690409,-73.988771,Plaza,1991,24 Hours,Plaza 19201.00 sf,Lighting; Litter Receptacles; Other Required; Planting; Seating; Trees on Street,decorative pavement near intersection of Boerem Place and Livingston Street,0,0,0,0,0,0,,,,True,construction,,327.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
K020002,Brooklyn,350 JAY STREET,Renaissance Plaza,3001407501,3000259,40.693812,-73.987992,Plaza and Plaza Connected Open Space; Urban Plaza,1998,24 Hours,Urban Plaza 28805.00 sf,Lighting; Litter Receptacles; Planting; Plaque/Sign; Retail Frontage; Seating; Trees on Street; Trees within Space,,0,0,1,1,1,0,,,,True,no,,328.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
K020003,Brooklyn,1 METROTECH CENTER,,3001470004,3319418,40.693222,-73.986719,Commons and Public Areas,1990,24 Hours,Commons and Public Areas 0.00 sf,Artwork; Drinking Fountain; Lighting; Litter Receptacles; Other Required; Planting; Plaque/Sign; Seating; Subway; Trees on Street; Trees within Space,"Jay Plaza: newsstand, trellis; security",2,2,0,0,2,10000,2022-10,bulletin_month,EA-201901-d5abdc5f8d;EA-202210-09ae48b095,True,no,,329.0,low,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
K020006,Brooklyn,111 LIVINGSTON STREET,,3002660001,3002555,40.691476,-73.989806,Plaza,1969,24 Hours,Plaza 9920.00 sf,None,,0,0,0,0,0,0,,,,False,,,,,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
K020007,Brooklyn,230 ASHLAND PLACE,Forte,3020957502,3393804,40.688253,-73.978636,Residential Plaza,2007,24 Hours,Residential Plaza 3960.00 sf,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Other Required; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space,adjacent wall of Brooklyn Academy of Music covered in planting,0,0,0,0,0,0,,,,True,no,,330.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
K020008,Brooklyn,343 GOLD STREET,Avalon Fort Greene,3020490002,3393888,40.694078,-73.982885,Residential Plaza,2008,24 Hours,Residential Plaza 18699.00 sf,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space,,0,0,0,0,0,0,,,,True,yes,,331.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
K020009,Brooklyn,203 JAY STREET,,3001077501,3426023,40.698099,-73.986566,Public Plaza,,24 Hours,Public Plaza 10405.00 sf,Artwork; Bicycle Parking; Drinking Fountain; Food Service; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space,,0,0,0,0,0,0,,,,False,,,,,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
K020010,Brooklyn,620 FULTON STREET,,3021080001,3424471,40.687418,-73.977918,Public Plaza,2017,24 Hours,Public Plaza 2768.00 sf,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Retail Frontage; Seating; Trees within Space,,0,0,0,0,0,0,,,,False,,,,,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
K020011,Brooklyn,90 SANDS STREET,,3000870009,3000179,40.699584,-73.987158,Plaza,1996,24 Hours,Plaza 7672.25 sf,,,0,0,0,0,0,0,,,,False,,,,,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
K020012,Brooklyn,286 ASHLAND PLACE,BAM South,3021107501,3428715,40.686202,-73.978499,Public Open Space,,,,,,0,0,0,0,0,0,,,,False,,,,,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
K040001,Brooklyn,54 NOLL STREET,54 Noll Street / One Bushwick,3031520001,3418158,40.700345,-73.933709,Public Access Area,,Restricted Hours,,Bicycle Parking; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees within Space,,0,0,0,0,0,0,,,,False,,,,,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
K130001,Brooklyn,2121 BOARDWALK WEST,Seaside Park & Community Arts Center,3070710142,3426960,40.572811,-73.98806,Open-Air Auditorium; Public Open Space,,,,,,0,0,0,0,0,0,,,,False,,,,,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
K150001,Brooklyn,1809 EMMONS AVENUE,,3087737501,3247051,40.583936,-73.950173,'Plaza',,,,,,1,1,0,0,1,10000,2024-08,bulletin_month,EA-202408-91b61ec0ba,False,,,,,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M010002,Manhattan,101 BARCLAY STREET,,1001280002,1001416,40.71451,-74.012236,Pedestrian Easement; Public Lobby,1983,24 Hours,Pedestrian Easement 0.00 sf; Public Lobby 0.00 sf,None; Trees on Street; Trees within Space,,0,0,1,1,1,0,,,,True,no,"[p.21] Zoning Resolution. By failing to perform pro-active inspections, DOB has allowed non-compliance to continue for years without consequence. The POPS location at 101 Barclay Street in Manhattan is one example of a POPS location where no signage or amenities are required but where public access has been denied and no complaints have been made to DOB. The photograph below shows that POPS location as closed to the public. The property owne || [p.22] ibited from further entry into the building’s lobby, notwithstanding the fact that it is a POPS location and so a public space. Privately Owned Public Space at 101 Barclay Street At the time of the auditors visit to the location on July 20, 2016, building security informed the auditors that this lobby has been closed to the public for at least 15 years and is only open to Bank of New York staff. Auditors were not allowed to take any f || [p.23] prominently posted on the door that stated that the lobby is private property and intended for use only by employees and invited guests. However, the owner of 101 Barclay Street in Manhattan received a permit allowing modification of height and setback regulations in the building in exchange for providing a public lobby. While the owner has failed to provide the required public lobby, DOB has not issued any violations. Without schedu",1.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M010003,Manhattan,130 LIBERTY STREET,One Bankers Trust Plaza,1000540001,1000000,40.709616,-74.013389,Arcade; Elevated Plaza; Elevated Shopping Way; Pedestrian Bridge; Pedestrian Connection; Plaza; Shopping Arcade,1973,24 Hours; Restricted Hours,Arcade 7175.00 sf; Elevated Plaza 0.00 sf; Elevated Shopping Way 0.00 sf; Pedestrian Bridge 0.00 sf; Pedestrian Connection 0.00 sf; Plaza 7623.00 sf; Shopping Arcade 0.00 sf,Climate Control; Escalator; None; Other Required; Planting; Retail Frontage; Seating; Trees within Space; Water Feature,2 kiosks; Pedestrian Underpass between One Liberty Plaza and World Trade Center extending from the northwest corner of Church and Cortlandt Streets westward under Church Street,0,0,0,0,0,0,,,,True,construction,,2.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M010004,Manhattan,1 LIBERTY PLAZA,One Liberty Plaza,1000627501,1001068,40.709216,-74.011257,Open Area; Plaza,1972,24 Hours,Open Area 0.00 sf; Plaza 30361.50 sf,Artwork; Lighting; None; Planting; Plaque/Sign; Seating; Subway; Tables; Trees within Space,,0,0,0,0,0,0,,,,True,no,,3.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M010005,Manhattan,140 BROADWAY,,1000480001,1001027,40.70865,-74.010117,Plaza,1965,24 Hours,Plaza 15924.30 sf,None,,0,0,0,0,0,0,,,,True,no,,4.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M010006,Manhattan,33 MAIDEN LANE,Two Federal Reserve Plaza,1000670023,1001109,40.709123,-74.00848,Covered Pedestrian Space; Public Pedestrian Circulation Area,1984,24 Hours; Restricted Hours,Covered Pedestrian Space 4441.00 sf; Public Pedestrian Circulation Area 935.00 sf,Escalator; Lighting; Retail Frontage; Seating; Subway; Trees within Space,,0,0,0,0,0,0,,,,True,yes,,5.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M010007,Manhattan,100 WILLIAM STREET,,1000680036,1001116,40.708346,-74.007199,Covered Pedestrian Space,1973,Restricted Hours,Covered Pedestrian Space 5242.00 sf,Lighting; Plaque/Sign; Retail Frontage; Seating,,1,1,0,0,1,5000,2022-10,bulletin_month,EA-202210-28a638e125,True,no,,6.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M010008,Manhattan,200 WATER STREET,,1000750001,1001163,40.70741,-74.004736,Arcade; Plaza,1971,24 Hours,Arcade 3222.00 sf; Plaza 4010.00 sf,Artwork; Litter Receptacles; None; Planting; Plaque/Sign; Seating; Tables; Trees within Space,,0,0,0,0,0,0,,,,True,no,,7.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M010009,Manhattan,180 WATER STREET,,1000700032,1001134,40.706996,-74.005544,Arcade; Plaza,1969,24 Hours,Arcade 2404.41 sf; Plaza 3949.00 sf,None,,0,0,0,0,0,0,,,,True,construction,,8.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M010010,Manhattan,88 PINE STREET,Wall Street Plaza,1000380017,1000876,40.705662,-74.006168,Special Permit Plaza,1971,24 Hours,Special Permit Plaza 9907.00 sf,Artwork; Planting; Seating; Subway; Trees within Space; Water Feature,,0,0,0,0,0,0,,,,True,no,,9.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M010011,Manhattan,180 MAIDEN LANE,,1000370023,1000874,40.705269,-74.005515,Enclosed Public Space; Outdoor Public Space,1982,24 Hours; Restricted Hours,Enclosed Public Space 14442.00 sf; Outdoor Public Space 6678.00 sf,Artwork; Climate Control; Drinking Fountain; Escalator; Food Service; Litter Receptacles; Other Required; Planting; Plaque/Sign; Programs; Restrooms; Retail Frontage; Seating; Tables; Trees within Space,"4,839 sf open exhibit area, 858 sf enclosed exhibit area, 365 sf",0,0,0,0,0,0,,,,True,no,,11.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M010012,Manhattan,110 WALL STREET,,1000370008,1000872,40.70491,-74.006355,Arcade,1964,24 Hours,Arcade 3613.00 sf,None,,0,0,0,0,0,0,,,,True,construction,,12.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M010013,Manhattan,100 WALL STREET,,1000380001,1000875,40.705244,-74.006755,Arcade; Plaza,1969,24 Hours,Arcade 2518.00 sf; Plaza 5933.20 sf,None,,0,0,0,0,0,0,,,,True,no,,13.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M010014,Manhattan,95 WALL STREET,,1000330011,1000864,40.704676,-74.007581,Arcade; Plaza,1969,24 Hours,Arcade 2446.00 sf; Plaza 1963.00 sf,None,,0,0,1,1,1,0,,,,True,yes,,14.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M010015,Manhattan,111 WALL STREET,,1000350010,1000868,40.704265,-74.006997,Arcade; Plaza,1967,,Arcade 4589.00 sf; Plaza 10883.00 sf,,,0,0,1,1,1,0,,,,True,yes,,15.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M010016,Manhattan,77 WATER STREET,,1000330001,1000863,40.704226,-74.008198,Arcade; Plaza,1970,24 Hours,Arcade 10335.00 sf; Plaza 4956.00 sf,None,,0,0,0,0,0,0,,,,True,yes,,16.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M010017,Manhattan,86 WATER STREET,10 Hanover Square,1000310001,1000859,40.704569,-74.008858,Plaza,1971,24 Hours,Plaza 3416.00 sf,None,,0,0,0,0,0,0,,,,True,no,,17.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M010018,Manhattan,40 BROAD STREET,,1000247501,1078985,40.706021,-74.011787,Arcade; Urban Plaza,1983,24 Hours,Arcade 745.00 sf; Urban Plaza 1498.74 sf,Lighting; Litter Receptacles; None; Planting; Seating; Trees on Street; Trees within Space,,1,1,0,0,1,10000,2021-09,bulletin_month,EA-202109-629ef6950b,True,construction,,18.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M010019,Manhattan,55 BROAD STREET,,1000250001,1000821,40.705277,-74.011047,Arcade,1966,24 Hours,Arcade 4089.00 sf,None,,0,0,0,0,0,0,,,,True,no,,19.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M010020,Manhattan,55 BROADWAY,1 Exchange Plaza,1000200016,1000807,40.706855,-74.013024,Other Public Access Areas; Urban Plaza,1983,24 Hours,Other Public Access Areas 0.00 sf; Urban Plaza 1726.00 sf,Escalator; Lighting; Litter Receptacles; Planting; Plaque/Sign; Retail Frontage; Seating; Tables,,1,1,0,0,1,5000,2020-09,bulletin_month,EA-202009-375640534f,True,no,,20.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M010021,Manhattan,52 BROADWAY,,1000220028,1000814,40.706485,-74.012274,Through Block Arcade Equivalent,1983,Restricted Hours,Through Block Arcade Equivalent 4841.00 sf,Artwork; Escalator; Lighting; Planting; Retail Frontage,,0,0,0,0,0,0,,,,True,no,,21.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M010022,Manhattan,45 BROADWAY,45 Broadway Atrium,1000200009,1000804,40.706542,-74.013266,Arcade; Shopping Arcade,1983,24 Hours,Arcade 1983.00 sf; Shopping Arcade 81.68 sf,Escalator; Subway,,1,1,0,0,1,5000,2024-04,bulletin_month,EA-202404-5cd8f6e9ad,True,no,,22.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M010023,Manhattan,90 WASHINGTON STREET,,1000170029,1000793,40.708074,-74.01485,Plaza,1968,24 Hours,Plaza 8789.00 sf,Bicycle Parking; Lighting; Planting; Plaque/Sign; Seating; Trees within Space,,0,0,0,0,0,0,,,,True,no,,23.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M010024,Manhattan,7 HANOVER SQUARE,100 Pearl Street,1000307501,1000855,40.704056,-74.009659,Arcade; Through Block Arcade,1983,24 Hours; Restricted Hours,Arcade 5349.06 sf; Through Block Arcade 7467.13 sf,Climate Control; Lighting; None; Planting; Plaque/Sign; Retail Frontage; Seating; Tables,,0,0,0,0,0,0,,,,True,no,,24.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M010025,Manhattan,55 WATER STREET,,1000327501,1083346,40.703183,-74.009154,Arcade; Elevated Plaza; Plaza,1970,24 Hours; Closing for Events; Restricted Hours,Arcade 10254.00 sf; Elevated Plaza 41485.00 sf; Plaza 33307.00 sf,Escalator; Food Service; Lighting; None; Other Required; Planting; Plaque/Sign; Programs; Retail Frontage; Seating; Tables; Trees within Space,"Elevated Plaza: stairs connecting to street level on Water Street and South Street events platform, stair balconies, viewing platform, boardwalk, support space and illuminated beacon; rebuilding and maintenance of adjacent Jeannette Park (now Vietnam Veterans Plaza) to the west as an urban park with landscaping, seating, and lighting",0,0,0,0,0,0,,,,True,no,,25.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M010026,Manhattan,125 BROAD STREET,2 New York Plaza,1000057501,1000006,40.702266,-74.010607,Arcade; Plaza,1970,24 Hours,Arcade 3656.00 sf; Plaza 21009.00 sf,Plaque/Sign,,0,0,0,0,0,0,,,,True,yes,,26.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M010027,Manhattan,115 BROAD STREET,4 New York Plaza,1000050010,1000007,40.702777,-74.010722,Arcade; Plaza,1968,24 Hours,Arcade 3124.00 sf; Plaza 7573.00 sf,Lighting; Litter Receptacles; None; Planting; Plaque/Sign; Seating; Tables; Trees within Space,,0,0,0,0,0,0,,,,True,no,,27.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M010028,Manhattan,85 BROAD STREET,Goldman Sachs,1000290001,1066031,40.703993,-74.011054,Arcade; Publicly Accessible Lobby; Sidewalk Widening; Urban Plaza,1983,24 Hours; Restricted Hours,Arcade 12930.00 sf; Publicly Accessible Lobby 0.00 sf; Sidewalk Widening 3600.00 sf; Urban Plaza 9630.00 sf,Lighting; Litter Receptacles; Other Required; Plaque/Sign; Retail Frontage; Seating; Trees on Street; Trees within Space,"signage and display methods used to identify the historical significance of the site, approved by the Landmarks Preservation Commission and the City Planning Commission",0,0,0,0,0,0,,,,True,no,,28.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M010029,Manhattan,1 NEW YORK PLAZA,,1000047501,1000005,40.702153,-74.012021,Arcade; Plaza,1967,24 Hours,Arcade 4721.20 sf; Plaza 35264.00 sf,None,,0,0,0,0,0,0,,,,True,construction,,29.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M010030,Manhattan,1 STATE STREET,1 State Street Plaza,1000090001,1000018,40.70276,-74.013301,Arcade; Plaza,1970,24 Hours,Arcade 731.00 sf; Plaza 8976.80 sf,None,,0,0,0,0,0,0,,,,True,construction,,30.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M010031,Manhattan,17 STATE STREET,,1000090014,1000020,40.702892,-74.013878,Arcade; Public Exhibit Space; Sidewalk Widening; Urban Plaza,1987,24 Hours,Arcade 6198.00 sf; Public Exhibit Space 0.00 sf; Sidewalk Widening 1715.00 sf; Urban Plaza 6272.00 sf,Lighting; Litter Receptacles; None; Other Required; Planting; Plaque/Sign; Seating; Tables; Trees on Street; Trees within Space,Public Exhibit Space: archaeological exhibit space designed by Milton Glaser,1,1,0,0,1,4000,2018-07,bulletin_month,EA-201807-a79d37d758,True,no,,31.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M010032,Manhattan,1 BATTERY PARK PLAZA,,1000090029,1000021,40.703347,-74.01373,Plaza,1969,24 Hours,Plaza 16337.00 sf,None,,0,0,0,0,0,0,,,,True,yes,,32.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M010033,Manhattan,160 WATER STREET,,1000700043,1001135,40.706804,-74.005879,Arcade; Plaza,1970,24 Hours,Arcade 2575.25 sf; Plaza 2962.31 sf,Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees within Space,,0,0,0,0,0,0,,,,True,no,,33.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M010034,Manhattan,32 OLD SLIP,Financial Square,1000350001,1000867,40.703809,-74.007693,Arcade; Sidewalk Widening; Urban Plaza,1987,24 Hours,Arcade 12004.25 sf; Sidewalk Widening 1406.00 sf; Urban Plaza 5887.00 sf,Lighting; Litter Receptacles; Other Required; Plaque/Sign; Seating; Subway; Trees on Street; Trees within Space,"improvements to city-owned property on Old Slip to create a ""Piazza"" with 1,292.43 sf planting, 10 trees, 30 1964 World's Fair benches, 12 wood and stone backless benches, lighting, 1 fountain, a heritage trail sign featuring police museum and history, and 6 litter receptacles",0,0,0,0,0,0,,,,True,no,,34.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M010037,Manhattan,388 GREENWICH STREET,Salomon Smith Barney,1002160001,1082816,40.720865,-74.011003,Plaza; Public Plaza,1986,24 Hours,Plaza 22906.00 sf; Public Plaza 22787.00 sf,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Retail Frontage; Seating; Tables; Trees on Street; Trees within Space,,0,0,1,1,1,0,,,,True,construction,,35.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M010038,Manhattan,10 LIBERTY STREET,Liberty Tower,1000420022,1086256,40.707363,-74.008195,Pedestrian Circulation Space; Urban Plaza,2002,24 Hours,Pedestrian Circulation Space 0.00 sf; Urban Plaza 4856.00 sf,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; None; Planting; Plaque/Sign; Retail Frontage; Seating; Tables; Trees on Street; Trees within Space; Water Feature,,0,0,0,0,0,0,,,,True,yes,,36.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M010040,Manhattan,59 MAIDEN LANE,,1000670001,1079043,40.708659,-74.007982,Arcade; Plaza,1965,24 Hours,Arcade 4904.00 sf; Plaza 27700.87 sf,None,,0,0,0,0,0,0,,,,True,yes,,37.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M010041,Manhattan,175 WATER STREET,,1000717501,1001137,40.706362,-74.005129,Open Pedestrian Area; Special Permit Arcade,1984,24 Hours,Open Pedestrian Area 0.00 sf; Special Permit Arcade 0.00 sf,Other Required; Planting; Retail Frontage; Trees within Space,paving Front and Fletcher Streets in a manner consistent with South Street Seaport area,0,0,0,0,0,0,,,,True,no,,38.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M010042,Manhattan,17 BATTERY PLACE,,1000157501,1082634,40.7056,-74.015837,Arcade; Plaza,1972,24 Hours,Arcade 6472.00 sf; Plaza 11534.37 sf,Drinking Fountain; Lighting; Litter Receptacles; None; Planting; Plaque/Sign; Seating; Tables; Trees within Space,,0,0,1,1,1,0,,,,True,no,,39.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M010043,Manhattan,40 RECTOR STREET,,1000557501,1088750,40.708631,-74.014659,Plaza,1971,24 Hours,Plaza 1420.31 sf,None,,0,0,0,0,0,0,,,,True,no,,40.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M010044,Manhattan,1 WALL STREET,Bank of New York,1000237501,1000815,40.707121,-74.01183,Plaza,1964,24 Hours,Plaza 4618.50 sf,None,,0,0,2,2,2,0,,,,True,construction,,41.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M010045,Manhattan,75 WALL STREET,Barclays Bank,1000317501,1085950,40.705041,-74.008119,Arcade; Non-Bonused Public Open Space; Urban Plaza,1987,24 Hours,Arcade 5179.25 sf; Non-Bonused Public Open Space 0.00 sf; Urban Plaza 7017.50 sf,Bicycle Parking; None; Planting; Plaque/Sign; Seating; Tables; Trees on Street; Trees within Space; Water Feature,,0,0,0,0,0,0,,,,True,no,,42.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M010046,Manhattan,60 WALL STREET,J.P. Morgan,1000400003,1001004,40.706241,-74.008505,Arcade; Covered Pedestrian Space,1989,24 Hours; Closing for Events; Restricted Hours,Arcade 5346.00 sf; Covered Pedestrian Space 11150.10 sf,Artwork; Climate Control; Escalator; Food Service; Lighting; Litter Receptacles; None; Planting; Plaque/Sign; Restrooms; Retail Frontage; Seating; Subway; Tables; Trees within Space; Water Feature,,0,0,1,1,1,0,,,,True,no,,43.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M010047,Manhattan,55 CHURCH STREET,Millenium Hilton Hotel,1000800004,1075702,40.71114,-74.010244,Sidewalk Widening; Urban Plaza,1991,24 Hours,Sidewalk Widening 604.10 sf; Urban Plaza 4803.60 sf,Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space,,0,0,0,0,0,0,,,,True,no,,44.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M010048,Manhattan,105 DUANE STREET,Tribeca Tower,1001510001,1001650,40.71582,-74.005977,Residential Plaza,1989,24 Hours,Residential Plaza 11587.49 sf,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Tables; Trees within Space; Water Feature,,0,0,0,0,0,0,,,,True,construction,,45.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M010049,Manhattan,15 CLIFF STREET,,1000767501,1085931,40.708374,-74.005634,Urban Plaza,2001,24 Hours,Urban Plaza 3565.00 sf,Bicycle Parking; Lighting; Litter Receptacles; Planting; Plaque/Sign; Retail Frontage; Seating; Trees on Street; Trees within Space,,0,0,0,0,0,0,,,,True,no,,46.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M010050,Manhattan,2 GOLD STREET,Two Gold,1000690018,1087146,40.70741,-74.006932,Urban Plaza,2005,24 Hours,Urban Plaza 8130.00 sf,Artwork; Lighting; Litter Receptacles; Planting; Plaque/Sign; Retail Frontage; Seating; Tables; Trees within Space,,1,1,0,0,1,12500,2023-03,bulletin_month,EA-202303-371d84cb16,True,no,"[p.26] us no violation was warranted, when in fact the location was a POPS. In one case, a complaint was received on September 21, 2015 that an urban plaza located at 2 Gold Street in Manhattan had no times of public access posted for the plaza. The complainant reported being told to leave the plaza by the manager of a restaurant located at 2 Gold Street. On January 27, 2016 a DOB inspector recorded the disposition as “complaint unsubst || [p.26] Manhattan had no times of public access posted for the plaza. The complainant reported being told to leave the plaza by the manager of a restaurant located at 2 Gold Street. On January 27, 2016 a DOB inspector recorded the disposition as “complaint unsubstantiated based on department records.” The comment underneath the disposition was “No Privately Owned Public Space @ Premise.” However, according to DCP’s Public Space Records, || [p.26] department records.” The comment underneath the disposition was “No Privately Owned Public Space @ Premise.” However, according to DCP’s Public Space Records, 2 Gold Street is indeed a POPS with an Urban Plaza that was built in 2005.9 The required amenities include seating, artwork, planting and 3 informational plaques. The inspector was apparently unaware that the POPS existed. Our inspection of this site on July 12, 2016 (see",47.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M010051,Manhattan,123 WASHINGTON STREET,W Downtown Hotel & Residences,1000537502,1088442,40.709161,-74.013714,Urban Plaza,2010,24 Hours,Urban Plaza 5978.00 sf,Lighting; Litter Receptacles; Other Required; Planting; Plaque/Sign; Retail Frontage; Seating; Tables; Trees on Street; Trees within Space,kiosk provided,1,1,0,0,1,5000,2023-02,bulletin_month,EA-202302-e8f46ebff9,True,no,,48.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M010052,Manhattan,50 WEST STREET,,1000177501,1090192,40.707761,-74.014994,Public Open Space,2014,24 Hours,Public Open Space 0.00 sf,Lighting; Litter Receptacles; Planting; Plaque/Sign; Retail Frontage; Seating; Trees within Space,,0,0,0,0,0,0,,,,False,,,,,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M010053,Manhattan,8 SPRUCE STREET,New York by Gehry,1001007502,1087485,40.71097,-74.005677,Non-Bonused Open Area; Porte Cochere; Urban Plaza,2011,24 Hours,Non-Bonused Open Area 0.00 sf; Porte Cochere 0.00 sf; Urban Plaza 15533.00 sf,Bicycle Parking; Lighting; Litter Receptacles; None; Planting; Plaque/Sign; Seating; Tables; Trees on Street; Trees within Space; Water Feature,,0,0,0,0,0,0,,,,True,no,,49.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M010054,Manhattan,99 CHURCH STREET,30 Park Place,1001237502,1089428,40.712776,-74.009036,Public Plaza,2017,24 Hours,Public Plaza 8403.00 sf,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Retail Frontage; Seating; Tables; Trees within Space; Water Feature,,0,0,0,0,0,0,,,,False,,,,,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
