query_key,status,bbl,bin,label,pelias_confidence,match_type,returned_number,returned_street,geocoded_at
Bronx|2770|MATTHEWS AVENUE,ok,2045140026,2053800,"2770 MATTHEWS AVENUE, Bronx, NY, USA",0.8,fallback,2770,MATTHEWS AVENUE,2026-09-20T19:46:10+00:00
Bronx|2798|POND PLACE,ok,2032890017,2016672,"2798 POND PLACE, Bronx, NY, USA",0.8,fallback,2798,POND PLACE,2026-09-20T19:46:10+00:00
Bronx|2850|WEBSTER AVENUE,ok,2032737501,2130640,"2850 WEBSTER AVENUE, Bronx, NY, USA",0.8,fallback,2850,WEBSTER AVENUE,2026-09-20T19:46:10+00:00
Bronx|2877|GRAND CONCOURSE,ok,2033190107,2017603,"2877 GRAND CONCOURSE, Bronx, NY, USA",0.8,fallback,2877,GRAND CONCOURSE,2026-09-20T19:46:10+00:00
Bronx|287|EAST 162 STREET,ok,2024220054,2001981,"287 EAST 162 STREET, Bronx, NY, USA",0.8,fallback,287,EAST 162 STREET,2026-09-20T19:46:10+00:00
Bronx|2919|PAULDING AVENUE,ok,2045540036,2000000,"2919 PAULDING AVENUE, Bronx, NY, USA",0.8,fallback,2919,PAULDING AVENUE,2026-09-20T19:46:10+00:00
Bronx|2939|GRAND CONCOURSE,ok,2033200021,2017615,"2939 GRAND CONCOURSE, Bronx, NY, USA",0.8,fallback,2939,GRAND CONCOURSE,2026-09-20T19:46:10+00:00
Bronx|2970|CROSS BRONX EXPRESSWAY,ok,2055610001,2114418,"2970 CROSS BRONX EXPRESSWAY, Bronx, NY, USA",0.8,fallback,2970,CROSS BRONX EXPRESSWAY,2026-09-20T19:46:10+00:00
Bronx|29|FEATHERBED LANE,ok,2028650122,2129190,"29 FEATHERBED LANE, Bronx, NY, USA",0.8,fallback,29,FEATHERBED LANE,2026-09-20T19:46:10+00:00
Bronx|2|EAST FORDHAM ROAD,ok,2031880033,2014101,"2 EAST FORDHAM ROAD, Bronx, NY, USA",0.8,fallback,2,EAST FORDHAM ROAD,2026-09-20T19:46:06+00:00
Bronx|3010|VALENTINE AVENUE,ok,2033070007,2017215,"3010 VALENTINE AVENUE, Bronx, NY, USA",0.8,fallback,3010,VALENTINE AVENUE,2026-09-20T19:46:10+00:00
Bronx|3069|CANNON PLACE,mismatch,,,"3415 CANNON PLACE, Bronx, NY, USA",,,3415,CANNON PLACE,2026-09-20T19:51:05+00:00
Bronx|3083|DECATUR STREET,mismatch,,,"3083 DECATUR AVENUE, Bronx, NY, USA",,,3083,DECATUR AVENUE,2026-09-20T19:46:11+00:00
Bronx|3108|MICKLE AVENUE,ok,2047640137,2114433,"3108 MICKLE AVENUE, Bronx, NY, USA",0.8,fallback,3108,MICKLE AVENUE,2026-09-20T19:46:11+00:00
Bronx|3113|WESTCHESTER AVENUE,ok,2042350059,2124414,"3113 WESTCHESTER AVENUE, Bronx, NY, USA",0.8,fallback,3113,WESTCHESTER AVENUE,2026-09-20T19:46:11+00:00
Bronx|311|EAST FORDHAM ROAD,ok,2031540094,2013622,"311 EAST FORDHAM ROAD, Bronx, NY, USA",0.8,fallback,311,EAST FORDHAM ROAD,2026-09-20T19:46:11+00:00
Bronx|3121|KINGSBRIDGE AVENUE,ok,2057080093,2000000,"3121 KINGSBRIDGE AVENUE, Bronx, NY, USA",0.8,fallback,3121,KINGSBRIDGE AVENUE,2026-09-20T19:46:11+00:00
Bronx|312|EAST 201 STREET,ok,2032920096,2016761,"312 EAST 201 STREET, Bronx, NY, USA",0.8,fallback,312,EAST 201 STREET,2026-09-20T19:46:11+00:00
Bronx|3138|BAILEY AVENUE,ok,2032610038,2015929,"3138 BAILEY AVENUE, Bronx, NY, USA",0.8,fallback,3138,BAILEY AVENUE,2026-09-20T19:46:11+00:00
Bronx|3154|DECATUR AVENUE,ok,2033530022,2018539,"3154 DECATUR AVENUE, Bronx, NY, USA",0.8,fallback,3154,DECATUR AVENUE,2026-09-20T19:46:11+00:00
Bronx|3178A|VILLA AVENUE,ok,2033110035,2000000,"3178A VILLA AVENUE, Bronx, NY, USA",0.8,fallback,3178A,VILLA AVENUE,2026-09-20T19:46:11+00:00
Bronx|3184|WEBSTER AVENUE,ok,2033570055,2129720,"3184 WEBSTER AVENUE, Bronx, NY, USA",0.8,fallback,3184,WEBSTER AVENUE,2026-09-20T19:46:11+00:00
Bronx|3220|TIEMANN AVENUE,ok,2047520130,2000000,"3220 TIEMANN AVENUE, Bronx, NY, USA",0.8,fallback,3220,TIEMANN AVENUE,2026-09-20T19:46:11+00:00
Bronx|3221|KINGSBRIDGE AVENUE,ok,2057560245,2083584,"3221 KINGSBRIDGE AVENUE, Bronx, NY, USA",0.8,fallback,3221,KINGSBRIDGE AVENUE,2026-09-20T19:46:11+00:00
Bronx|324|POWERS AVENUE,ok,2025720001,2091300,"324 POWERS AVENUE, Bronx, NY, USA",0.8,fallback,324,POWERS AVENUE,2026-09-20T19:46:11+00:00
Bronx|325|EAST 201 STREET,ok,2032810001,2016449,"325 EAST 201 STREET, Bronx, NY, USA",0.8,fallback,325,EAST 201 STREET,2026-09-20T19:46:11+00:00
Bronx|3262|SPENCER DRIVE,ok,2054090528,2116309,"3262 SPENCER DRIVE, Bronx, NY, USA",0.8,fallback,3262,SPENCER DRIVE,2026-09-20T19:46:12+00:00
Bronx|3306|BOLLER AVENUE,ok,2052320051,2072408,"3306 BOLLER AVENUE, Bronx, NY, USA",0.8,fallback,3306,BOLLER AVENUE,2026-09-20T19:46:12+00:00
Bronx|3336|3 AVENUE,ok,2026070017,2000000,"3336 THIRD AVENUE, Bronx, NY, USA",0.8,fallback,3336,THIRD AVENUE,2026-09-20T19:46:12+00:00
Bronx|3350|FENTON AVENUE,ok,2047380057,2060833,"3350 FENTON AVENUE, Bronx, NY, USA",0.8,fallback,3350,FENTON AVENUE,2026-09-20T19:46:12+00:00
Bronx|3470|FORT INDEPENDENCE STREET,ok,2032580120,2130471,"3470 FORT INDEPENDENCE STREET, Bronx, NY, USA",0.8,fallback,3470,FORT INDEPENDENCE STREET,2026-09-20T19:46:12+00:00
Bronx|350|BALCOM AVENUE,ok,2055820122,2102294,"350 BALCOM AVENUE, Bronx, NY, USA",0.8,fallback,350,BALCOM AVENUE,2026-09-20T19:46:12+00:00
Bronx|3535|KINGS COLLEGE PLACE,ok,2033440102,2110145,"3535 KINGS COLLEGE PLACE, Bronx, NY, USA",0.8,fallback,3535,KINGS COLLEGE PLACE,2026-09-20T19:46:12+00:00
Bronx|356|SOUNDVIEW AVENUE,ok,2034740025,2020495,"356 SOUNDVIEW AVENUE, Bronx, NY, USA",0.8,fallback,356,SOUNDVIEW AVENUE,2026-09-20T19:46:12+00:00
Bronx|357|EAST 201 STREET,ok,2032810040,2016459,"357 EAST 201 STREET, Bronx, NY, USA",0.8,fallback,357,EAST 201 STREET,2026-09-20T19:46:12+00:00
Bronx|35|DASH PLACE,ok,2057780879,2091874,"35 DASH PLACE, Bronx, NY, USA",0.8,fallback,35,DASH PLACE,2026-09-20T19:46:12+00:00
Bronx|3605|HOLLAND AVENUE,ok,2046610023,2057794,"3605 HOLLAND AVENUE, Bronx, NY, USA",0.8,fallback,3605,HOLLAND AVENUE,2026-09-20T19:46:12+00:00
Bronx|3633|KINGSBRIDGE AVENUE,ok,2057660882,2130979,"3633 KINGSBRIDGE AVENUE, Bronx, NY, USA",0.8,fallback,3633,KINGSBRIDGE AVENUE,2026-09-20T19:46:12+00:00
Bronx|3657|JOHNSON AVENUE,ok,2057990052,2084201,"3657 JOHNSON AVENUE, Bronx, NY, USA",0.8,fallback,3657,JOHNSON AVENUE,2026-09-20T19:46:12+00:00
Bronx|365|EAST 197 STREET,ok,2032830097,2016536,"365 EAST 197 STREET, Bronx, NY, USA",0.8,fallback,365,EAST 197 STREET,2026-09-20T19:46:12+00:00
Bronx|372|EAST 194 STREET,ok,2032760031,2016341,"372 EAST 194 STREET, Bronx, NY, USA",0.8,fallback,372,EAST 194 STREET,2026-09-20T19:46:12+00:00
Bronx|374|EAST 159 STREET,ok,2024050014,2001759,"374 EAST 159 STREET, Bronx, NY, USA",0.8,fallback,374,EAST 159 STREET,2026-09-20T19:46:12+00:00
Bronx|3764|BRONX BOULEVARD,ok,2046490031,2057437,"3764 BRONX BOULEVARD, Bronx, NY, USA",0.8,fallback,3764,BRONX BOULEVARD,2026-09-20T19:51:06+00:00
Bronx|3804|GREYSTONE AVENUE,ok,2057790810,2084037,"3804 GREYSTONE AVENUE, Bronx, NY, USA",0.8,fallback,3804,GREYSTONE AVENUE,2026-09-20T19:46:13+00:00
Bronx|383|EAST 143 STREET,ok,2023060009,2091102,"383 EAST 143 STREET, Bronx, NY, USA",0.8,fallback,383,EAST 143 STREET,2026-09-20T19:46:13+00:00
Bronx|387|EAST FORDHAM ROAD,ok,2032750095,2016330,"387 EAST FORDHAM ROAD, Bronx, NY, USA",0.8,fallback,387,EAST FORDHAM ROAD,2026-09-20T19:46:13+00:00
Bronx|387|FORDHAM ROAD,mismatch,,,"387 EAST FORDHAM ROAD, Bronx, NY, USA",,,387,EAST FORDHAM ROAD,2026-09-20T19:46:13+00:00
Bronx|3929|ELY AVENUE,ok,2049290017,2066105,"3929 ELY AVENUE, Bronx, NY, USA",0.8,fallback,3929,ELY AVENUE,2026-09-20T19:46:13+00:00
Bronx|3950|BLACKSTONE AVENUE,ok,2059090163,2085805,"3950 BLACKSTONE AVENUE, Bronx, NY, USA",0.8,fallback,3950,BLACKSTONE AVENUE,2026-09-20T19:46:13+00:00
Bronx|4003|DYRE AVENUE,ok,2049690019,2093762,"4003 DYRE AVENUE, Bronx, NY, USA",0.8,fallback,4003,DYRE AVENUE,2026-09-20T19:46:13+00:00
Bronx|400|AVENUE T,mismatch,,,"400 AVENUE T, Brooklyn, NY, USA",,,400,AVENUE T,2026-09-20T19:51:06+00:00
Bronx|4012|BRONXWOOD AVENUE,ok,2048620055,2064491,"4012 BRONXWOOD AVENUE, Bronx, NY, USA",0.8,fallback,4012,BRONXWOOD AVENUE,2026-09-20T19:46:13+00:00
Bronx|4141|EAST 180 STREET,mismatch,,,"1129 EAST 180 STREET, Bronx, NY, USA",,,1129,EAST 180 STREET,2026-09-20T19:46:13+00:00
Bronx|416|EAST 143 STREET,ok,2022870014,2000000,"416 EAST 143 STREET, Bronx, NY, USA",0.8,fallback,416,EAST 143 STREET,2026-09-20T19:46:13+00:00
Bronx|4180|CARPENTER AVENUE,ok,2048350045,2131082,"4180 CARPENTER AVENUE, Bronx, NY, USA",0.8,fallback,4180,CARPENTER AVENUE,2026-09-20T19:46:13+00:00
Bronx|425|WESTCHESTER AVENUE,ok,2023627501,2130504,"425 WESTCHESTER AVENUE, Bronx, NY, USA",0.8,fallback,425,WESTCHESTER AVENUE,2026-09-20T19:46:13+00:00
Bronx|4410|CAYUGA AVENUE,ok,2058030960,2084220,"4410 CAYUGA AVENUE, Bronx, NY, USA",0.8,fallback,4410,CAYUGA AVENUE,2026-09-20T19:46:13+00:00
Bronx|442|ST LAWRENCE AVENUE,ok,2034940029,2020695,"442 ST LAWRENCE AVENUE, Bronx, NY, USA",0.8,fallback,442,ST LAWRENCE AVENUE,2026-09-20T19:51:06+00:00
Bronx|4475|HENRY HUDSON PARKWAY,ok,2059090163,2085805,"4475 HENRY HUDSON PARKWAY, Bronx, NY, USA",0.8,fallback,4475,HENRY HUDSON PARKWAY,2026-09-20T19:46:14+00:00
Bronx|450|CYRUS PLACE,ok,2030410010,2011410,"450 CYRUS PLACE, Bronx, NY, USA",0.8,fallback,450,CYRUS PLACE,2026-09-20T19:46:14+00:00
Bronx|455|WALES AVENUE,ok,2025770058,2115831,"455 WALES AVENUE, Bronx, NY, USA",0.8,fallback,455,WALES AVENUE,2026-09-20T19:46:14+00:00
Bronx|461|PARK AVENUE SOUTH,mismatch,,,"461 PARK AVENUE SOUTH, New York, NY, USA",,,461,PARK AVENUE SOUTH,2026-09-20T19:51:06+00:00
Bronx|4701|FIELDSTON ROAD,ok,2058202310,2084432,"4701 FIELDSTON ROAD, Bronx, NY, USA",0.8,fallback,4701,FIELDSTON ROAD,2026-09-20T19:46:14+00:00
Bronx|472|WILLIS AVENUE,ok,2022910101,2130670,"472 WILLIS AVENUE, Bronx, NY, USA",0.8,fallback,472,WILLIS AVENUE,2026-09-20T19:46:14+00:00
Bronx|480|EAST 180 STREET,ok,2030460030,2129335,"480 EAST 180 STREET, Bronx, NY, USA",0.8,fallback,480,EAST 180 STREET,2026-09-20T19:46:14+00:00
Bronx|497|EAST 138 STREET,ok,2022830061,2000274,"497 EAST 138 STREET, Bronx, NY, USA",0.8,fallback,497,EAST 138 STREET,2026-09-20T19:46:14+00:00
Bronx|500|BAYCHESTER AVENUE,ok,2051410101,2072353,"500 BAYCHESTER AVENUE, Bronx, NY, USA",0.8,fallback,500,BAYCHESTER AVENUE,2026-09-20T19:46:14+00:00
Bronx|540|EAST 142 STREET,ok,2022680022,2128984,"540 EAST 142 STREET, Bronx, NY, USA",0.8,fallback,540,EAST 142 STREET,2026-09-20T19:46:14+00:00
Bronx|540|JACKSON AVENUE,ok,2025790019,2003924,"540 JACKSON AVENUE, Bronx, NY, USA",0.8,fallback,540,JACKSON AVENUE,2026-09-20T19:46:14+00:00
Bronx|5550|FIELDSTON ROAD,ok,2058451825,2096907,"5550 FIELDSTON ROAD, Bronx, NY, USA",0.8,fallback,5550,FIELDSTON ROAD,2026-09-20T19:46:14+00:00
Bronx|556|BERGEN AVENUE,ok,2022947502,2129056,"556 BERGEN AVENUE, Bronx, NY, USA",0.8,fallback,556,BERGEN AVENUE,2026-09-20T19:46:14+00:00
Bronx|57|EAST BURNSIDE AVENUE,ok,2031780001,2013946,"57 EAST BURNSIDE AVENUE, Bronx, NY, USA",0.8,fallback,57,EAST BURNSIDE AVENUE,2026-09-20T19:46:15+00:00
Bronx|58-66|EAST FORDHAM ROAD,mismatch,,,"66 EAST FORDHAM ROAD, Bronx, NY, USA",,,66,EAST FORDHAM ROAD,2026-09-20T19:51:06+00:00
Bronx|586|GERARD AVENUE,ok,2023530001,2001115,"586 GERARD AVENUE, Bronx, NY, USA",0.8,fallback,586,GERARD AVENUE,2026-09-20T19:46:15+00:00
Bronx|58|EAST FORDHAM ROAD,ok,2031840045,2014028,"58 EAST FORDHAM ROAD, Bronx, NY, USA",0.8,fallback,58,EAST FORDHAM ROAD,2026-09-20T19:46:15+00:00
Bronx|5991|BROADWAY,ok,2058011030,2084207,"5991 BROADWAY, Bronx, NY, USA",0.8,fallback,5991,BROADWAY,2026-09-20T19:46:15+00:00
Bronx|600|BERGEN AVENUE,ok,2023617501,2127129,"600 BERGEN AVENUE, Bronx, NY, USA",0.8,fallback,600,BERGEN AVENUE,2026-09-20T19:46:15+00:00
Bronx|6045|RIVERDALE AVENUE,ok,2059570409,2086355,"6045 RIVERDALE AVENUE, Bronx, NY, USA",0.8,fallback,6045,RIVERDALE AVENUE,2026-09-20T19:46:15+00:00
Bronx|608|EAST FORDHAM ROAD,ok,2030780016,2012264,"608 EAST FORDHAM ROAD, Bronx, NY, USA",0.8,fallback,608,EAST FORDHAM ROAD,2026-09-20T19:46:15+00:00
Bronx|609|EAST FORDHAM ROAD,ok,2032730257,2016261,"609 EAST FORDHAM ROAD, Bronx, NY, USA",0.8,fallback,609,EAST FORDHAM ROAD,2026-09-20T19:46:15+00:00
Bronx|6135|LIEBIG AVENUE,ok,2058861296,2085644,"6135 LIEBIG AVENUE, Bronx, NY, USA",0.8,fallback,6135,LIEBIG AVENUE,2026-09-20T19:46:15+00:00
Bronx|630|BAKER AVENUE,ok,2040250014,2042822,"630 BAKER AVENUE, Bronx, NY, USA",0.8,fallback,630,BAKER AVENUE,2026-09-20T19:46:15+00:00
Bronx|640|FAILE STREET,ok,2027660835,2006759,"640 FAILE STREET, Bronx, NY, USA",0.8,fallback,640,FAILE STREET,2026-09-20T19:46:15+00:00
Bronx|6425|BROADWAY,ok,2058512105,2084827,"6425 BROADWAY, Bronx, NY, USA",0.8,fallback,6425,BROADWAY,2026-09-20T19:46:15+00:00
Bronx|643|EAST 223 STREET,ok,2048250037,2062949,"643 EAST 223 STREET, Bronx, NY, USA",0.8,fallback,643,EAST 223 STREET,2026-09-20T19:46:15+00:00
Bronx|653|ST LAWRENCE AVENUE,ok,2035560038,2021762,"653 ST LAWRENCE AVENUE, Bronx, NY, USA",0.8,fallback,653,ST LAWRENCE AVENUE,2026-09-20T19:51:06+00:00
Bronx|656|EAST 176 STREET,ok,2029450034,2130361,"656 EAST 176 STREET, Bronx, NY, USA",0.8,fallback,656,EAST 176 STREET,2026-09-20T19:46:16+00:00
Bronx|65|MONTAUK AVENUE,mismatch,,,"65 MONTAUK AVENUE, Brooklyn, NY, USA",,,65,MONTAUK AVENUE,2026-09-20T19:46:15+00:00
Bronx|672|EAST 180 STREET,ok,2030800088,2012342,"672 EAST 180 STREET, Bronx, NY, USA",0.8,fallback,672,EAST 180 STREET,2026-09-20T19:46:16+00:00
Bronx|68|EAST 161 STREET,ok,2024830045,2002983,"68 EAST 161 STREET, Bronx, NY, USA",0.8,fallback,68,EAST 161 STREET,2026-09-20T19:46:16+00:00
Bronx|700|OAKLAND PLACE,ok,2030950007,2012658,"700 OAKLAND PLACE, Bronx, NY, USA",0.8,fallback,700,OAKLAND PLACE,2026-09-20T19:46:16+00:00
Bronx|702|BEACH AVENUE,ok,2035980007,2130351,"702 BEACH AVENUE, Bronx, NY, USA",0.8,fallback,702,BEACH AVENUE,2026-09-20T19:46:16+00:00
Bronx|714|EAST 217 STREET,ok,2046640061,2057962,"714 EAST 217 STREET, Bronx, NY, USA",0.8,fallback,714,EAST 217 STREET,2026-09-20T19:46:16+00:00
Bronx|739|EAST 220 STREET,ok,2046680031,2058127,"739 EAST 220 STREET, Bronx, NY, USA",0.8,fallback,739,EAST 220 STREET,2026-09-20T19:46:16+00:00
Bronx|744|EAST 175 STREET,ok,2029480036,2009932,"744 EAST 175 STREET, Bronx, NY, USA",0.8,fallback,744,EAST 175 STREET,2026-09-20T19:46:16+00:00
Bronx|750|GRAND CONCOURSE,ok,2024580026,2002784,"750 GRAND CONCOURSE, Bronx, NY, USA",0.8,fallback,750,GRAND CONCOURSE,2026-09-20T19:46:16+00:00
Bronx|769|EAST 218 STREET,ok,2046660013,2058032,"769 EAST 218 STREET, Bronx, NY, USA",0.8,fallback,769,EAST 218 STREET,2026-09-20T19:46:16+00:00
Bronx|788|FAIRMOUNT PLACE,ok,2029540021,2129404,"788 FAIRMOUNT PLACE, Bronx, NY, USA",0.8,fallback,788,FAIRMOUNT PLACE,2026-09-20T19:46:16+00:00
Bronx|799|EAST 140 STREET,ok,2025920072,2000000,"799 EAST 140 STREET, Bronx, NY, USA",0.8,fallback,799,EAST 140 STREET,2026-09-20T19:46:16+00:00
Bronx|80|GAR CLINTON PLACE,mismatch,,,"80 CLINTON PLACE, Bronx, NY, USA",,,80,CLINTON PLACE,2026-09-20T19:46:16+00:00
Bronx|815|FAIRMONT PLACE,ok,2029550036,2010048,"815 FAIRMONT PLACE, Bronx, NY, USA",0.8,fallback,815,FAIRMONT PLACE,2026-09-20T19:46:16+00:00
Bronx|825|GERARD AVENUE,ok,2024830015,2002977,"825 GERARD AVENUE, Bronx, NY, USA",0.8,fallback,825,GERARD AVENUE,2026-09-20T19:46:17+00:00
Bronx|828|FAILE STREET,ok,2027620084,2006451,"828 FAILE STREET, Bronx, NY, USA",0.8,fallback,828,FAILE STREET,2026-09-20T19:46:17+00:00
Bronx|830|EAST 242 STREET,ok,2051180121,2124915,"830 EAST 242 STREET, Bronx, NY, USA",0.8,fallback,830,EAST 242 STREET,2026-09-20T19:46:17+00:00
Bronx|840|MORRIS PARK AVENUE,ok,2040460007,2120287,"840 MORRIS PARK AVENUE, Bronx, NY, USA",0.8,fallback,840,MORRIS PARK AVENUE,2026-09-20T19:51:06+00:00
Bronx|849|SOUNDVIEW AVENUE,ok,2036360020,2022547,"849 SOUNDVIEW AVENUE, Bronx, NY, USA",0.8,fallback,849,SOUNDVIEW AVENUE,2026-09-20T19:46:17+00:00
Bronx|850|EAST 140 STREET,ok,2025910046,2097190,"850 EAST 140 STREET, Bronx, NY, USA",0.8,fallback,850,EAST 140 STREET,2026-09-20T19:46:17+00:00
Bronx|851|EAST 217 STREET,ok,2046760110,2116173,"851 EAST 217 STREET, Bronx, NY, USA",0.8,fallback,851,EAST 217 STREET,2026-09-20T19:46:17+00:00
Bronx|851|PROSPECT AVENUE,ok,2026770024,2005009,"851 PROSPECT AVENUE, Bronx, NY, USA",0.8,fallback,851,PROSPECT AVENUE,2026-09-20T19:46:17+00:00
Bronx|851|TINTON AVENUE,ok,2026570024,2004699,"851 TINTON AVENUE, Bronx, NY, USA",0.8,fallback,851,TINTON AVENUE,2026-09-20T19:46:17+00:00
Bronx|855|EAST 233 STREET,ok,2050000001,2068251,"855 EAST 233 STREET, Bronx, NY, USA",0.8,fallback,855,EAST 233 STREET,2026-09-20T19:46:17+00:00
Bronx|888|HOME STREET,ok,2026920043,2005286,"888 HOME STREET, Bronx, NY, USA",0.8,fallback,888,HOME STREET,2026-09-20T19:46:17+00:00
Bronx|890|CALDWELL AVENUE,mismatch,,,"6919 CALDWELL AVENUE, Maspeth, NY, USA",,,6919,CALDWELL AVENUE,2026-09-20T19:46:17+00:00
Bronx|896|EAST 167 STREET,ok,2027160033,2000000,"896 EAST 167 STREET, Bronx, NY, USA",0.8,fallback,896,EAST 167 STREET,2026-09-20T19:46:17+00:00
Bronx|900|GRAND CONCOURSE,ok,2024600001,2002802,"900 GRAND CONCOURSE, Bronx, NY, USA",0.8,fallback,900,GRAND CONCOURSE,2026-09-20T19:46:17+00:00
Bronx|921|EAST 149 STREET,ok,2026040280,2089855,"921 EAST 149 STREET, Bronx, NY, USA",0.8,fallback,921,EAST 149 STREET,2026-09-20T19:46:17+00:00
Bronx|941|JEROME AVENUE,ok,2025040036,2003035,"941 JEROME AVENUE, Bronx, NY, USA",0.8,fallback,941,JEROME AVENUE,2026-09-20T19:46:18+00:00
Bronx|947|COURTLAND AVENUE,ok,2024090050,2000000,"947 COURTLAND AVENUE, Bronx, NY, USA",0.8,fallback,947,COURTLAND AVENUE,2026-09-20T19:46:18+00:00
Bronx|959|ANDERSON AVENUE,ok,2025070032,2129679,"959 ANDERSON AVENUE, Bronx, NY, USA",0.8,fallback,959,ANDERSON AVENUE,2026-09-20T19:46:18+00:00
Bronx|990|ANDERSON AVENUE,ok,2025040075,2003050,"990 ANDERSON AVENUE, Bronx, NY, USA",0.8,fallback,990,ANDERSON AVENUE,2026-09-20T19:46:18+00:00
Brooklyn|1010|57 STREET,ok,3056950010,3140284,"1010 57 STREET, Brooklyn, NY, USA",0.8,fallback,1010,57 STREET,2026-09-20T19:46:18+00:00
Brooklyn|101|HALSEY STREET,ok,3018380087,3052726,"101 HALSEY STREET, Brooklyn, NY, USA",0.8,fallback,101,HALSEY STREET,2026-09-20T19:46:18+00:00
Brooklyn|101|PATCHEN AVENUE,ok,3016380005,3044710,"101 PATCHEN AVENUE, Brooklyn, NY, USA",0.8,fallback,101,PATCHEN AVENUE,2026-09-20T19:46:18+00:00
Brooklyn|1027|CHURCH AVENUE,ok,3050710037,3116325,"1027 CHURCH AVENUE, Brooklyn, NY, USA",0.8,fallback,1027,CHURCH AVENUE,2026-09-20T19:46:18+00:00
Brooklyn|1041|FOSTER AVENUE,mismatch,,,"2523 FOSTER AVENUE, Brooklyn, NY, USA",,,2523,FOSTER AVENUE,2026-09-20T19:46:18+00:00
Brooklyn|1045|FLATBUSH AVENUE,ok,3051320080,3000000,"1045 FLATBUSH AVENUE, Brooklyn, NY, USA",0.8,fallback,1045,FLATBUSH AVENUE,2026-09-20T19:46:18+00:00
Brooklyn|1056|MANHATTAN AVENUE,ok,3025050005,3428568,"1056 MANHATTAN AVENUE, Brooklyn, NY, USA",0.8,fallback,1056,MANHATTAN AVENUE,2026-09-20T19:46:19+00:00
Brooklyn|1057|PRESIDENT STREET,ok,3012740001,3000000,"1057 PRESIDENT STREET, Brooklyn, NY, USA",0.8,fallback,1057,PRESIDENT STREET,2026-09-20T19:46:19+00:00
Brooklyn|105|MOORE STREET,ok,3030970028,3071462,"105 MOORE STREET, Brooklyn, NY, USA",0.8,fallback,105,MOORE STREET,2026-09-20T19:46:18+00:00
Brooklyn|105|ROGERS AVENUE,ok,3012330007,3430306,"105 ROGERS AVENUE, Brooklyn, NY, USA",0.8,fallback,105,ROGERS AVENUE,2026-09-20T19:46:18+00:00
Brooklyn|1064|EAST 19 STREET,ok,3067200060,3180152,"1064 EAST 19 STREET, Brooklyn, NY, USA",0.8,fallback,1064,EAST 19 STREET,2026-09-20T19:46:19+00:00
Brooklyn|106|LAWRENCE AVENUE,ok,3054220031,3000000,"106 LAWRENCE AVENUE, Brooklyn, NY, USA",0.8,fallback,106,LAWRENCE AVENUE,2026-09-20T19:46:19+00:00
Brooklyn|1089|PRESIDENT STREET,ok,3012747501,3427017,"1089 PRESIDENT STREET, Brooklyn, NY, USA",0.8,fallback,1089,PRESIDENT STREET,2026-09-20T19:46:19+00:00
Brooklyn|109|AMERSFORT PLACE,ok,3075560031,3205818,"109 AMERSFORT PLACE, Brooklyn, NY, USA",0.8,fallback,109,AMERSFORT PLACE,2026-09-20T19:46:19+00:00
Brooklyn|10|EVERGREEN AVENUE,ok,3031230037,3071631,"10 EVERGREEN AVENUE, Brooklyn, NY, USA",0.8,fallback,10,EVERGREEN AVENUE,2026-09-20T19:46:18+00:00
Brooklyn|1100|MYRTLE AVENUE,ok,3015867501,3427349,"1100 MYRTLE AVENUE, Brooklyn, NY, USA",0.8,fallback,1100,MYRTLE AVENUE,2026-09-20T19:46:20+00:00
Brooklyn|1104|BEDFORD AVENUE,ok,3019710028,3425776,"1104 BEDFORD AVENUE, Brooklyn, NY, USA",0.8,fallback,1104,BEDFORD AVENUE,2026-09-20T19:46:20+00:00
Brooklyn|1106|GATES AVENUE,ok,3033390010,3076406,"1106 GATES AVENUE, Brooklyn, NY, USA",0.8,fallback,1106,GATES AVENUE,2026-09-20T19:46:20+00:00
Brooklyn|1107|PRESIDENT STREET,mismatch,,,"631 PRESIDENT STREET, Brooklyn, NY, USA",,,631,PRESIDENT STREET,2026-09-20T19:46:20+00:00
Brooklyn|1107|ROGERS AVENUE,ok,3051930001,3119908,"1107 ROGERS AVENUE, Brooklyn, NY, USA",0.8,fallback,1107,ROGERS AVENUE,2026-09-20T19:46:20+00:00
Brooklyn|1109|DECATUR AVENUE,mismatch,,,"1109 DECATUR STREET, Brooklyn, NY, USA",,,1109,DECATUR STREET,2026-09-20T19:46:20+00:00
Brooklyn|1109|DECATUR STREET,ok,3034280067,3079476,"1109 DECATUR STREET, Brooklyn, NY, USA",0.8,fallback,1109,DECATUR STREET,2026-09-20T19:51:06+00:00
Brooklyn|110|78 STREET,mismatch,,,"110 EAST 78 STREET, New York, NY, USA",,,110,EAST 78 STREET,2026-09-20T19:51:06+00:00
Brooklyn|110|KENT AVENUE,ok,3023160049,3061864,"110 KENT AVENUE, Brooklyn, NY, USA",0.8,fallback,110,KENT AVENUE,2026-09-20T19:46:19+00:00
Brooklyn|110|LEE AVENUE,ok,3021990033,3060172,"110 LEE AVENUE, Brooklyn, NY, USA",0.8,fallback,110,LEE AVENUE,2026-09-20T19:46:19+00:00
Brooklyn|110|NORTH 9 STREET,ok,3023100018,3061747,"110 NORTH 9 STREET, Brooklyn, NY, USA",0.8,fallback,110,NORTH 9 STREET,2026-09-20T19:46:19+00:00
Brooklyn|1111|OCEAN AVENUE,ok,3052410031,3121398,"1111 OCEAN AVENUE, Brooklyn, NY, USA",0.8,fallback,1111,OCEAN AVENUE,2026-09-20T19:46:20+00:00
